transaction_id,member_id,isbn,checkout_date,return_date,branch_id
TXN000363,M46932,978-0-619389-14-7,2024-07-17,2024-07-23,BR009
TXN000364,M36174,978-0-626690-85-4,2025-01-11,2025-01-13,BR003
TXN000365,M94040,978-1-205239-66-2,2024-03-07,2024-03-11,BR006
TXN000366,M77621,978-0-651499-68-2,2024-10-10,,BR005
TXN000367,M31012,978-0-857537-28-7,31/01/2024,2024-02-27,BR015
TXN000368,M67340,978-1-786587-29-9,2023-12-25,2024-01-09,BR015
TXN000369,M55820,978-0-592296-43-2,2025-06-27,,BR007
TXN000370,M75799,978-1-753534-98-1,2024-01-05,2024-01-17,BR007
TXN000371,M39430,978-1-322086-79-8,2024-08-01,,BR015
TXN000372,M95191,978-1-781403-20-4,2023-12-28,2024-01-07,BR003
TXN000373,M71925,978-1-993744-96-6,2025-08-16,2025-09-01,  BR003 
TXN000374,M68799,978-1-432043-90-2,2025-03-26,,  BR015 
TXN000375,M43544,978-1-667296-14-2,2025-02-10,2025-03-06,BR003
TXN000376,M89807,978-0-346174-90-0,2025-07-10,2025-07-18,BR002
TXN000377,M49472,978-1-338536-21-8,2025-01-26,2025-02-21,BR004
TXN000378,M91633,978-1-203225-91-9,2024-06-01,2024-06-17,BR002
TXN000379,M88215,978-0-565230-31-9,2025-05-14,2025-05-22,BR011
TXN000380,,978-1-130353-15-0,2025-04-26,2025-05-04,BR001
TXN000381,M84798,978-1-934816-17-2,2024-11-17,2024-12-04,BR011
TXN000382,M57265,978-1-475876-57-4,2024-03-05,2024-03-31,BR009
TXN000383,M76535,978-1-252640-41-1,2024-01-12,2024-01-14,  BR007 
TXN000384,M93318,978-1-693418-97-6,08/27/2025,2025-08-28,BR006
TXN000385,M56805,978-0-278240-32-2,2024-10-16,2024-11-07,BR006
TXN000386,M92346,978-0-739098-58-5,2024-01-23,2024-02-03,BR010
TXN000387,M27486,978-1-322086-79-8,2024-12-27,2025-01-17,BR009
TXN000388,M32949,978-0-621841-84-8,2025-09-30,2025-10-23,BR011
TXN000389,M72722,978-0-343467-69-2,2024-05-10,2024-06-02,BR013
TXN000390,M69988,978-1-322086-79-8,2025-06-24,,BR004
TXN000391,M36144,978-1-581894-42-4,2025-10-01,2025-10-18,BR006
TXN000392,M62196,978-0-943718-69-9,2025-01-06,2025-01-08,BR009
TXN000393,M94790,978-1-810526-79-9,2025-09-19,2025-09-21,BR006
TXN000394,M95948,978-0-177449-66-6,2025-04-05,2025-04-19,BR002
TXN000395,M62431,978-1-716113-48-2,07/15/2024,2024-07-26,BR015
TXN000396,M34486,978-1-823846-42-6,2024-09-18,2024-10-14,BR008
TXN000397,M78062,978-1-986365-48-2,2024-11-19,2024-11-22,BR002
TXN000398,M66440,978-0-503380-71-7,2024-11-13,2024-11-23,BR014
TXN000399,M52101,978-0-348728-58-3,2025-09-07,2025-09-17,BR006
TXN000400,M68447,978-1-702733-47-2,2025-02-23,2025-03-10,BR007
TXN000401,M56077,978-1-123005-94-3,2024-10-23,2024-11-04,BR012
TXN000402,M90589,978-1-387813-11-7,2025-09-23,2025-10-19,BR005
TXN000403,M17518,978-0-735863-73-6,2025-04-11,2025-04-28,BR011
TXN000404,M99051,978-1-913423-39-1,2024-11-24,2024-12-14,BR001
TXN000405,M98878,978-1-329642-91-1,2025-02-17,2025-02-25,BR001
TXN000406,M94562,978-0-751051-42-1,2024-12-30,2025-01-01,BR007
TXN000407,M89310,978-0-758765-22-2,2025-04-11,2025-04-23,BR008
TXN000408,M68188,978-0-423939-66-8,2023-10-17,2023-10-29,  BR010 
TXN000409,M62171,978-0-707727-56-1,2024-02-25,2024-02-29,BR005
TXN000410,M13396,978-0-194511-47-6,2024-05-13,2024-06-12,BR008
TXN000411,M83619,978-1-883790-63-9,26/12/2023,2024-01-10,BR013
TXN000412,M38124,978-0-310548-26-3,2024-11-30,2024-12-16,BR005
TXN000413,M36237,978-1-656639-74-5,2025-06-19,,BR014
TXN000414,M32630,978-1-970813-31-9,2024-02-19,2024-03-16,BR008
TXN000415,M99381,978-1-964749-71-6,2025-01-17,2025-02-09,BR006
TXN000416,M18511,978-1-882824-53-3,2024-07-26,2024-08-23,BR005
TXN000417,M30644,978-0-591081-19-0,2025-02-09,2025-02-15,BR015
TXN000418,M57381,978-0-890785-38-6,2023-11-12,2023-12-08,BR002
TXN000419,M28202,978-1-986827-81-2,2024-07-23,,BR008
TXN000420,M82616,978-1-194689-60-8,12/03/2024,2024-12-21,BR008
TXN000421,M27009,978-0-377304-78-9,2024-08-05,,BR002
TXN000422,M62187,978-0-576877-57-2,09/12/2023,2023-12-23,BR012
TXN000423,M63665,978-1-712955-58-1,2025-05-28,2025-06-08,BR002
TXN000424,M94192,978-1-213609-96-9,2023-11-14,2023-11-26,BR008
TXN000425,M26821,978-0-594379-13-3,2024-10-25,2024-11-13,BR013
TXN000426,M33850,978-1-739717-38-4,2024-03-22,2024-04-21,BR003
TXN000427,M17263,978-0-766269-69-9,2024-12-23,2024-12-29,BR009
TXN000428,M31229,978-1-780776-62-0,2025-02-25,2025-03-14,BR012
TXN000429,M47230,978-0-246566-15-7,2023-12-21,2024-01-08,BR005
TXN000430,M45972,978-0-419149-73-6,2025-08-29,2025-09-01,BR005
TXN000431,M75873,978-0-201913-40-8,2025-04-25,2025-04-30,BR010
TXN000432,M32439,978-0-507524-68-1,2024-10-29,2024-11-09,BR012
TXN000433,M83874,978-1-322086-79-8,2024-10-27,,BR014
TXN000434,M15958,978-1-803055-99-2,2024-04-22,2024-05-13,BR013
TXN000435,M37631,978-1-715870-29-4,2024-02-21,2024-02-22,BR007
TXN000436,M75278,978-1-786735-22-5,2025-05-08,2025-05-18,BR009
TXN000437,M73300,978-1-745558-62-9,2024-07-24,2024-08-03,BR013
TXN000438,M69446,978-1-134305-98-8,2024-07-11,2024-07-25,BR001
TXN000439,M73471,978-1-327823-66-4,2024-08-29,2024-09-09,BR006
TXN000440,M51853,978-1-347582-56-5,2025-02-17,2025-03-02,BR014
TXN000441,M27139,978-0-818987-57-1,2024-12-15,2024-12-26,BR009
TXN000442,M41685,978-1-163491-60-7,2024-03-27,2024-04-01,BR005
TXN000443,M22689,978-1-299028-25-8,2024-11-25,2024-12-09,BR007
TXN000444,M42541,978-1-196126-94-1,2024-11-28,2024-12-09,BR015
TXN000445,M85718,978-0-772875-91-4,2024-07-19,2024-08-04,BR004
TXN000446,M77466,978-0-153035-52-4,2024-05-11,2024-05-12,BR015
TXN000447,M21802,978-0-232040-82-1,2024-04-27,2024-05-05,BR009
TXN000448,M38199,978-0-171942-80-4,2025-06-16,,BR001
TXN000449,,978-0-714867-37-3,2025-06-24,2025-07-10,BR014
TXN000450,M47453,978-0-444519-28-3,2024-03-24,2024-03-29,BR014
TXN000451,M44664,978-0-390743-28-2,2025-07-03,2025-07-05,BR013
TXN000452,M62505,978-0-666456-42-7,2024-12-11,2024-12-29,BR009
TXN000453,M47827,978-0-215266-94-1,2025-09-13,2025-10-01,BR009
TXN000454,M46663,978-0-238205-11-8,2024-05-05,2024-05-09,BR010
TXN000455,M26864,978-1-928358-40-4,2024-03-05,2024-03-16,BR007
TXN000456,M83116,978-1-116547-32-0,2025-05-10,2025-05-30,BR013
TXN000457,M76731,978-1-154944-26-6,2025-05-30,,BR001
TXN000458,M27961,978-1-651640-24-1,2024-06-21,2024-07-06,BR013
TXN000459,M29521,978-0-599380-67-7,29/06/2024,2024-07-29,BR009
TXN000460,M90356,978-1-638169-85-7,2024-08-17,2024-09-10,BR007
TXN000461,M49221,978-0-573962-74-5,2024-12-29,2025-01-16,BR009
TXN000462,M74205,978-0-744986-15-0,2025-06-29,2025-06-30,BR005
TXN000463,M58281,978-1-580292-92-4,28/08/2025,2025-09-16,BR002
TXN000464,M50327,978-0-163780-71-1,2023-12-14,2024-01-04,BR012
TXN000465,M13492,978-1-546980-97-1,2023-11-03,2023-11-29,BR005
TXN000466,M85821,978-0-614084-66-5,2024-02-20,,BR012
TXN000467,M72973,978-0-184714-51-1,2024-08-31,2024-09-25,BR011
TXN000468,M59832,978-0-168872-26-8,2024-05-10,2024-05-29,BR011
TXN000469,M24404,978-1-754644-91-7,2024-11-17,2024-11-22,BR008
TXN000470,M64127,978-1-499407-86-0,2024-04-23,2024-05-13,BR007
TXN000471,M71814,978-1-575755-74-8,2025-06-28,2025-07-21,BR012
TXN000472,M28098,978-1-203996-99-4,2024-02-28,2024-03-21,BR009
TXN000473,M72701,978-0-994217-93-6,2025-03-19,2025-04-03,BR006
TXN000474,M79878,978-0-550961-67-9,2025-05-10,2025-06-07,BR006
TXN000475,M99226,978-0-533914-53-1,2023-12-05,2023-12-21,BR012
TXN000476,M35200,978-1-518098-63-5,2024-04-11,2024-04-19,BR005
TXN000477,M49008,978-0-427730-64-3,2024-02-06,2024-02-29,BR012
TXN000478,M74094,978-1-797416-42-7,2024-04-03,2024-05-03,BR006
TXN000479,M45842,978-1-260053-97-5,2025-09-21,2025-10-04,BR010
TXN000480,M61712,978-1-170394-21-2,2025-08-24,2025-09-03,BR013
TXN000481,M15513,978-0-197758-65-6,2025-09-30,,BR012
TXN000482,M67983,978-0-880758-57-4,2025-03-13,2025-03-20,BR012
TXN000483,M80592,978-0-683397-17-8,09/07/2025,2025-07-14,BR009
TXN000484,M24316,978-1-802559-25-5,2023-10-14,2023-10-16,BR010
TXN000485,M97796,978-1-470774-95-0,2025-06-03,2025-06-05,BR004
TXN000486,M23133,978-1-856086-16-5,2023-12-23,2024-01-14,BR012
TXN000487,M28018,978-1-322086-79-8,06/02/2025,2025-02-12,BR009
TXN000488,M63334,978-1-729575-49-9,2024-12-04,2024-12-20,BR015
TXN000489,M95267,978-1-208633-83-2,2025-03-21,2025-04-11,BR005
TXN000490,M17754,978-0-262246-94-1,16/05/2025,2025-05-24,BR002
TXN000491,M80143,978-1-335137-23-4,2023-12-26,2024-01-25,BR014
TXN000492,M32946,978-1-986438-81-0,2024-08-12,2024-09-11,BR014
TXN000493,M14763,978-1-220465-45-9,2024-06-16,2024-06-22,BR007
TXN000494,M47941,978-0-946432-64-6,31/12/2024,2025-01-20,BR001
TXN000495,M24064,978-0-738577-94-4,2025-10-01,2025-10-22,BR006
TXN000496,M81211,978-1-130359-33-6,2025-08-15,2025-09-12,BR015
TXN000497,M76088,978-1-836833-49-9,2024-04-13,2024-04-24,BR004
TXN000498,M31298,978-1-468074-10-9,2024-02-17,2024-02-23,BR011
TXN000499,M11846,978-0-250210-82-4,13/08/2024,2024-09-04,BR013
TXN000500,M35318,978-1-172965-28-1,2024-11-11,2024-11-24,  BR014 
TXN000501,M66059,978-0-196214-77-1,2024-10-16,2024-10-20,  BR002 
TXN000502,M34219,978-0-494468-63-0,2025-04-10,2025-04-18,BR008
TXN000503,M10895,978-1-457455-30-8,2024-03-06,2024-03-15,BR004
TXN000504,M53204,978-1-426775-51-2,2024-06-06,2024-06-15,BR012
TXN000505,M95679,978-0-155164-29-1,2025-02-04,,BR004
TXN000506,M25495,978-0-891083-89-4,2024-03-07,2024-03-24,BR003
TXN000507,M50760,978-0-806707-20-4,2024-06-20,2024-06-30,BR011
TXN000508,M58174,978-1-564637-94-9,2024-11-16,2024-12-02,BR004
TXN000509,M30078,978-1-609253-87-5,2024-02-15,2024-03-09,BR010
TXN000510,M81989,978-1-534303-44-7,2025-02-09,2025-03-03,BR013
TXN000511,M38627,978-0-891615-75-0,2024-10-02,2024-10-30,BR011
TXN000512,M20730,978-0-461939-65-1,2024-05-23,2024-05-26,BR009
TXN000513,M83946,978-0-397005-96-3,2024-05-02,2024-05-19,BR014
TXN000514,M36497,978-1-652530-95-4,2025-02-05,2025-03-05,BR003
TXN000515,M78202,978-1-147623-38-3,2025-09-22,2025-10-11,BR011
TXN000516,M74071,978-1-728437-17-0,2024-05-26,2024-05-28,BR009
TXN000517,M69432,978-0-314353-48-1,2024-02-25,2024-02-27,BR007
TXN000518,M83242,978-0-904624-27-4,2023-12-31,2024-01-01,BR013
TXN000519,M61897,978-1-403507-51-8,2024-03-31,2024-04-19,BR001
TXN000520,M19572,978-1-322086-79-8,2025-02-27,2025-03-17,BR006
TXN000521,M17897,978-0-108105-73-9,2024-10-07,2024-10-23,BR002
TXN000522,M14159,978-1-284229-26-4,2025-04-08,2025-05-03,BR003
TXN000523,M94085,978-1-658453-39-4,2024-08-21,2024-09-02,BR011
TXN000524,M60132,978-1-175576-60-6,2024-10-28,2024-11-10,BR015
TXN000525,M20518,978-0-557409-12-9,2024-10-25,2024-10-30,BR011
TXN000526,M95660,978-1-181644-50-4,2024-05-16,2024-06-03,BR002
TXN000527,M61518,978-1-701253-61-2,2024-01-20,2024-02-16,BR012
TXN000528,M10455,978-1-403578-24-2,2024-04-13,2024-05-07,BR005
TXN000529,M81361,978-1-121869-51-6,2025-01-03,2025-01-11,  BR007 
TXN000530,M70375,978-0-940247-89-5,2025-07-10,2025-08-08,BR005
TXN000531,M24790,978-1-322086-79-8,2024-02-21,2024-03-17,BR011
TXN000532,M12050,978-1-972442-98-2,10/16/2023,2023-10-18,BR002
TXN000533,M68515,978-1-192410-65-5,2024-03-20,2024-03-28,BR012
TXN000534,M15798,978-0-355135-65-7,2024-05-04,2024-05-29,BR004
TXN000535,M17398,978-1-649414-20-5,2025-06-17,2025-07-17,BR005
TXN000536,M85511,978-1-425346-53-9,2025-02-08,2025-03-07,BR010
TXN000537,M52030,978-0-449247-31-0,2025-06-04,2025-06-26,BR015
TXN000538,M78321,978-0-635280-91-6,2024-10-31,2024-11-18,BR005
TXN000539,M87550,978-0-656379-75-0,2025-01-01,2025-01-23,BR015
TXN000540,,978-0-913934-54-8,2024-10-27,2024-11-17,BR001
TXN000541,M97994,978-1-862712-92-8,2024-09-17,2024-10-01,BR009
TXN000542,M63511,978-0-347745-23-9,2023-10-22,2023-11-09,BR007
TXN000543,,978-0-368402-35-7,05/01/2024,2024-01-28,BR004
TXN000544,M28920,978-0-731661-29-9,2025-08-18,,BR015
TXN000545,M64090,978-0-285751-90-3,2025-05-09,2025-05-22,BR009
TXN000546,M41831,978-1-586490-82-9,2024-12-09,2025-01-08,BR006
TXN000547,M68954,978-1-814220-82-2,2024-12-04,2024-12-31,BR002
TXN000548,M34966,978-1-757685-50-4,2024-10-11,2024-10-31,BR007
TXN000549,M15183,978-0-561124-18-6,2025-05-09,2025-05-28,BR004
TXN000550,M98008,978-1-563688-90-4,2025-08-19,2025-09-18,BR008
TXN000551,M53642,978-1-935012-45-0,2025-03-18,,BR015
TXN000552,M34906,978-0-469038-74-5,2024-10-28,2024-11-22,BR002
TXN000553,M72773,978-0-425486-69-6,2024-11-06,2024-11-13,  BR012 
TXN000554,M61987,978-1-139434-17-1,2024-10-23,2024-11-02,BR009
TXN000555,M59894,978-1-972097-46-5,12/05/2023,2023-12-14,BR011
TXN000556,M57139,978-0-775981-21-6,2023-12-15,2024-01-10,BR008
TXN000557,M71537,978-1-585188-84-0,2025-03-18,2025-03-30,BR006
TXN000558,M51015,978-0-571579-83-9,2024-09-21,2024-10-15,BR010
TXN000559,M29126,978-1-322086-79-8,2025-09-05,2025-09-24,BR009
TXN000560,M64732,978-0-437145-87-1,30/11/2023,2023-12-13,BR004
TXN000561,M84683,978-1-625721-29-7,2024-10-19,2024-11-10,BR008
TXN000562,M54245,978-0-572407-23-0,08/11/2024,2024-09-04,BR014
TXN000563,M94108,978-1-849014-20-5,2024-12-01,2024-12-27,BR008
TXN000564,M56160,978-0-141043-41-8,2024-06-07,2024-06-13,BR012
TXN000565,M81058,978-1-560767-77-0,2024-06-09,2024-07-06,BR001
TXN000566,M19742,978-0-481574-57-3,2024-05-14,,BR011
TXN000567,M10836,978-1-506235-62-2,2024-12-12,2024-12-15,BR014
TXN000568,M29795,978-1-322086-79-8,2025-01-02,2025-01-04,BR009
TXN000569,M90980,978-1-811875-86-5,2024-01-02,2024-01-18,BR015
TXN000570,M96413,978-0-927564-90-8,08/27/2024,2024-09-10,BR001
TXN000571,M11553,978-1-322086-79-8,2024-03-16,2024-03-26,BR012
TXN000572,M12246,978-1-169113-52-7,2025-10-12,2025-11-07,BR012
TXN000573,M33496,978-0-685066-96-6,2024-01-22,2024-01-30,BR002
TXN000574,M35156,978-1-397949-42-4,06/04/2025,2025-06-13,BR005
TXN000575,M62022,978-0-449555-20-0,2025-03-17,2025-03-25,BR007
TXN000576,M39603,978-0-466813-49-9,2024-01-04,2024-01-25,BR014
TXN000577,M95182,978-1-235215-86-5,2023-12-17,2023-12-30,BR002
TXN000578,M82443,978-0-424620-81-7,2024-09-20,,BR011
TXN000579,M32463,978-1-774751-52-7,2025-03-28,2025-04-23,BR014
TXN000580,M53420,978-0-802667-99-1,2024-05-10,2024-06-08,BR014
TXN000581,M79226,978-0-777406-95-3,2025-07-02,2025-07-30,BR004
TXN000582,M84289,978-1-633188-56-3,2025-05-08,2025-05-30,BR001
TXN000583,M46749,978-0-480211-49-3,2025-06-17,2025-06-23,  BR010 
TXN000584,M51220,978-1-322086-79-8,2025-04-16,2025-05-11,BR004
TXN000585,M62205,978-0-324597-53-0,04/18/2025,2025-04-26,BR005
TXN000586,M84277,978-1-301332-38-0,2024-07-17,2024-08-04,BR007
TXN000587,M53480,978-0-262471-19-0,2025-02-20,2025-03-15,BR012
TXN000588,M20279,978-1-985447-22-6,2025-05-22,,BR006
TXN000589,M67290,978-0-794083-53-3,2024-11-17,2024-12-12,BR002
TXN000590,M90460,978-0-726258-58-9,2025-03-27,2025-04-07,BR007
TXN000591,M13883,978-0-270128-33-8,2025-01-22,2025-02-07,BR013
TXN000592,M39902,978-0-856215-66-7,2024-05-16,2024-06-07,BR007
TXN000593,M86791,978-0-530816-56-2,2024-07-19,2024-07-29,BR002
TXN000594,M42302,978-0-565776-88-6,2024-07-27,2024-08-09,BR002
TXN000595,,978-1-888939-67-5,2023-12-28,2024-01-01,BR007
TXN000596,M21995,978-1-322086-79-8,2023-12-06,2023-12-31,BR005
TXN000597,M45358,978-0-659951-40-3,2025-03-08,2025-03-23,  BR002 
TXN000598,M83005,978-1-947903-70-8,2023-10-16,2023-10-19,BR007
TXN000599,M56388,978-0-485709-96-4,2024-07-07,2024-07-18,BR010
TXN000600,M60493,978-1-322086-79-8,2025-06-28,2025-07-01,BR007
TXN000601,M83339,978-1-584106-46-3,2024-05-19,2024-05-25,BR004
TXN000602,M99825,978-1-627335-77-5,2023-11-01,2023-11-10,BR003
TXN000603,M74634,978-1-269930-35-2,2023-11-10,2023-11-24,BR003
TXN000604,M49289,978-0-362147-16-2,2025-04-07,2025-04-15,BR002
TXN000605,M91924,978-1-489244-80-2,2025-03-09,2025-03-13,BR010
TXN000606,M27758,978-0-845957-76-9,29/11/2023,2023-12-19,BR007
TXN000607,M59792,978-0-398910-20-4,2025-05-29,2025-06-12,BR006
TXN000608,M95332,978-0-386042-67-2,2024-02-17,2024-03-08,BR003
TXN000609,M36326,978-0-971415-65-2,2024-04-09,2024-04-20,BR003
TXN000610,M48200,978-0-332823-67-6,2023-10-19,2023-11-07,BR011
TXN000611,M41775,978-1-127965-63-2,2024-08-10,2024-08-23,  BR005 
TXN000612,M57843,978-0-515712-74-2,2023-10-17,2023-11-04,BR010
TXN000613,M33583,978-1-347231-59-3,2024-09-17,,BR009
TXN000614,M70505,978-0-493124-38-4,2025-02-14,2025-02-24,BR004
TXN000615,M19064,978-0-434165-22-3,2023-11-14,2023-12-06,BR013
TXN000616,M75444,978-1-929822-28-7,20/12/2024,2025-01-11,BR005
TXN000617,M30203,978-0-140163-46-9,2025-04-05,2025-04-20,BR013
TXN000618,M88372,978-1-829884-27-9,2024-03-20,2024-04-19,BR007
TXN000619,M64827,978-1-570392-88-7,06/15/2024,2024-07-08,BR013
TXN000620,M80373,978-0-183074-12-8,2024-03-22,,BR015
TXN000621,M42536,978-1-326130-29-9,2024-10-05,2024-10-25,BR006
TXN000622,M15806,978-1-216587-46-2,2024-12-10,2024-12-23,BR011
TXN000623,M53463,978-0-415779-25-8,2024-07-28,2024-08-01,BR007
TXN000624,M43913,978-0-350021-63-4,2024-07-01,2024-07-20,BR012
TXN000625,M85397,978-1-165858-24-8,2025-09-26,2025-10-21,  BR006 
TXN000626,M99070,978-1-725726-78-9,2024-11-05,2024-11-06,BR009
TXN000627,M73277,978-0-762652-75-4,04/03/2025,2025-04-06,BR007
TXN000628,M25213,978-0-853448-28-0,2024-07-07,2024-07-17,BR012
TXN000629,M54966,978-1-550089-10-3,2025-04-16,2025-04-28,BR004
TXN000630,M72411,978-1-352249-83-5,2024-06-22,2024-07-03,BR012
TXN000631,M18804,978-1-296412-95-1,2024-02-28,2024-02-29,BR013
TXN000632,M54967,978-0-648913-56-6,2024-01-03,2024-02-02,BR011
TXN000633,M41970,978-0-651613-79-8,2024-09-24,2024-10-12,BR009
TXN000634,M65885,978-0-509420-70-7,2024-08-09,2024-08-30,BR004
TXN000635,M34176,978-0-766549-59-3,2024-01-18,2024-01-19,BR011
TXN000636,M90492,978-1-365971-12-9,2024-05-08,2024-05-21,BR008
TXN000637,M10583,978-1-926823-18-8,2023-11-13,2023-12-06,BR004
TXN000638,M18200,978-1-352838-94-7,2025-09-27,2025-10-03,BR013
TXN000639,M57945,978-0-908977-84-0,2025-08-24,2025-09-15,BR008
TXN000640,M74157,978-1-239890-15-0,07/29/2025,2025-08-11,BR011
TXN000641,M90125,978-1-672536-53-0,2023-11-01,2023-11-29,BR002
TXN000642,M70012,978-0-970720-97-9,2024-03-24,2024-04-19,BR014
TXN000643,M48986,978-1-829168-71-3,2024-10-06,,BR010
TXN000644,M27556,978-0-950916-27-9,2024-06-22,2024-06-28,BR004
TXN000645,M58929,978-0-850827-68-2,2025-05-24,2025-06-13,BR009
TXN000646,M28070,978-0-407696-35-8,05/10/2025,2025-10-26,BR007
TXN000647,M80435,978-0-929538-35-8,2024-11-23,2024-11-29,BR011
TXN000648,M82733,978-0-430926-49-1,2024-05-23,2024-06-03,BR005
TXN000649,M69113,978-1-955015-79-0,2024-08-13,2024-08-14,BR014
TXN000650,M73518,978-1-365618-14-7,2024-09-29,2024-10-17,BR014
TXN000651,M76248,978-0-400009-55-1,2024-12-12,2024-12-26,BR007
TXN000652,M68176,978-0-787584-52-8,2025-01-21,2025-02-16,BR002
TXN000653,M38905,978-1-230521-57-2,24/12/2024,2025-01-03,BR005
TXN000654,M32047,978-1-519453-66-2,2025-06-06,2025-07-01,BR010
TXN000655,M74921,978-1-455505-33-3,2024-03-21,2024-03-30,BR002
TXN000656,M81186,978-1-825686-73-0,2025-08-13,2025-09-07,BR006
TXN000657,M15453,978-1-936020-76-8,2024-10-30,2024-11-13,BR008
TXN000658,M23423,978-1-940064-20-8,2024-01-13,2024-01-23,BR011
TXN000659,M14224,978-1-182760-65-4,2023-12-31,2024-01-03,BR006
TXN000660,M67549,978-0-671971-47-2,2025-08-16,2025-08-24,BR002
TXN000661,M37509,978-1-207581-20-2,2024-06-27,2024-07-25,BR010
TXN000662,M89988,978-1-793024-47-3,2025-08-03,2025-08-29,BR003
TXN000663,M37082,978-1-567576-87-0,2024-02-23,,BR013
TXN000664,M55982,978-1-274739-98-8,2024-09-18,2024-09-29,BR010
TXN000665,M48356,978-1-468623-67-3,2024-07-21,2024-08-07,BR005
TXN000666,M99037,978-0-862120-55-9,2025-07-29,2025-08-24,BR003
TXN000667,M63948,978-1-387892-91-4,2024-01-09,2024-01-14,BR005
TXN000668,M27392,978-0-178686-95-4,2024-12-21,2024-12-29,BR012
TXN000669,M98635,978-1-480959-75-0,2024-06-30,2024-07-09,BR003
TXN000670,M92288,978-0-132653-28-2,2024-10-11,,BR008
TXN000671,M22202,978-1-136489-26-6,21/02/2025,2025-03-23,BR012
TXN000672,M58374,978-0-347459-92-1,2024-05-15,2024-05-16,BR008
TXN000673,M22208,978-1-479742-59-2,10/07/2025,2025-10-30,BR008
TXN000674,M56952,978-0-734487-29-2,2024-11-23,2024-11-30,BR013
TXN000675,M66314,978-1-488984-57-0,2025-02-18,2025-03-17,BR008
TXN000676,M47171,978-1-900152-19-8,2025-09-22,2025-10-20,BR010
TXN000677,M73614,978-0-655178-56-9,2025-05-27,2025-05-29,BR015
TXN000678,M16021,978-1-429657-93-8,2025-02-08,2025-02-09,BR013
TXN000679,M26284,978-1-361736-24-1,10/28/2023,2023-10-29,BR003
TXN000680,M66072,978-0-871411-33-4,2024-12-16,2025-01-14,BR012
TXN000681,M95196,978-1-642895-59-9,2024-06-15,2024-06-24,BR014
TXN000682,M22234,978-0-374492-43-4,2024-03-18,,BR005
TXN000683,M97098,978-1-324993-88-9,2024-12-19,,BR003
TXN000684,M91999,978-1-827691-72-5,2024-10-16,2024-10-30,BR012
TXN000685,M95915,978-0-228594-27-7,2024-09-09,,BR002
TXN000686,M72496,978-0-574001-32-0,2025-05-27,2025-06-18,BR010
TXN000687,M68335,978-1-322086-79-8,2025-06-28,2025-07-02,BR012
TXN000688,M65353,978-1-192055-97-9,2025-06-22,,BR008
TXN000689,M60209,978-1-800280-54-0,2024-04-03,2024-04-14,BR013
TXN000690,M58177,978-0-676713-79-4,2025-10-07,2025-11-03,BR003
TXN000691,M27451,978-1-414527-30-7,2024-02-19,2024-03-07,BR011
TXN000692,M83831,978-1-322086-79-8,2025-06-28,2025-07-10,BR011
TXN000693,M37925,978-0-932250-56-8,2025-02-15,2025-03-07,BR003
TXN000694,M99989,978-0-227257-35-7,2025-09-07,,BR004
TXN000695,M23168,978-0-348235-73-9,2025-05-25,2025-06-07,BR002
TXN000696,M56076,978-0-478427-80-6,04/16/2024,2024-04-24,BR006
TXN000697,M46302,978-1-590110-80-5,2025-09-17,2025-10-07,BR004
TXN000698,M89638,978-0-741674-21-0,2024-04-15,,BR012
TXN000699,M96298,978-0-424314-60-0,2025-08-22,2025-09-08,BR004
TXN000700,M34726,978-1-651231-62-3,2025-05-12,2025-06-07,BR005
TXN000701,M41370,978-1-963333-83-1,2024-10-18,2024-11-08,BR002
TXN000702,M87847,978-0-231414-50-0,2025-05-14,2025-05-26,BR015
TXN000703,M51480,978-0-571832-69-9,2024-04-13,2024-04-27,BR014
TXN000704,M57895,978-1-234568-80-1,05/20/2025,2025-06-14,BR003
TXN000705,M19567,978-1-322086-79-8,2024-03-07,,BR002
TXN000706,M38277,978-1-322086-79-8,2024-08-11,2024-08-24,BR001
TXN000707,M76402,978-0-905077-26-0,2025-08-06,2025-08-20,BR012
TXN000708,M65518,978-1-627290-17-3,2024-01-31,2024-02-18,BR002
TXN000709,M90746,978-0-643269-29-3,2024-03-26,2024-04-12,BR002
TXN000710,M36633,978-1-272655-30-3,2024-03-19,2024-04-01,BR003
TXN000711,M86865,978-1-843788-38-6,2025-01-07,2025-01-28,BR014
TXN000712,M18665,978-1-644103-46-3,2025-02-27,2025-03-27,BR007
TXN000713,M41278,978-0-362778-35-9,2025-08-24,2025-08-28,BR002
TXN000714,M69424,978-1-231250-90-7,2024-05-22,2024-06-15,BR001
TXN000715,M96252,978-1-744274-78-0,2024-10-08,,BR002
TXN000716,M27984,978-0-626986-92-6,2024-05-30,2024-06-11,BR003
TXN000717,M78551,978-0-720556-84-1,2024-05-29,2024-06-04,BR014
TXN000718,M58741,978-0-279516-94-5,2024-03-30,2024-04-23,BR013
TXN000719,M25473,978-1-983456-82-4,2024-06-30,2024-07-14,BR001
TXN000720,M45649,978-0-965322-13-3,2024-02-23,2024-03-13,BR005
TXN000721,M92251,978-0-147670-92-2,2024-08-13,2024-08-15,BR008
TXN000722,M75484,978-1-782759-36-2,2024-12-18,2024-12-27,BR003
TXN000723,M23487,978-1-748133-91-5,2025-02-06,2025-02-14,BR011
TXN000724,M76692,978-1-322086-79-8,2024-06-10,2024-06-18,BR014
